id,seniority,domain,years_experience,strong_skills,medium_skills,weak_skills,education,projects_count
res_2376,Entry,Frontend,2,"['Python', 'CSS3', 'Next.js', 'Svelte']","['Angular', 'Vue.js', 'JavaScript']","['Leadership', 'Communication']",Master,2
res_2377,Mid,Backend,5,"['Rails', 'FastAPI', 'TypeScript', 'Django']","['Node.js', 'Flask', 'Python']","['Communication', 'Leadership']",Bachelor,3
res_2378,Senior,Frontend,10,"['JavaScript', 'Svelte', 'Next.js', 'CSS3']","['Python', 'React', 'Tailwind CSS']","['Project Management', 'Problem Solving']",Master,6
res_2379,Principal,Data,13,"['NumPy', 'PyTorch', 'Pandas', 'TensorFlow']","['Scikit-learn', 'Kafka', 'Spark']","['Leadership', 'Problem Solving']",Bachelor,7
res_2380,Mid,Full-Stack,3,"['Express', 'Angular', 'Node.js', 'React']",[],"['Leadership', 'Mentoring']",Master,8
res_2381,Mid,Full-Stack,5,"['React', 'Node.js', 'Angular', 'Express']",[],"['Problem Solving', 'Project Management']",Master,5
res_2382,Senior,Frontend,8,"['Tailwind CSS', 'Vue.js', 'Next.js', 'HTML5']","['Python', 'Svelte', 'CSS3']","['Leadership', 'Project Management']",Bachelor,8
res_2383,Mid,Data,6,"['Pandas', 'NumPy', 'TensorFlow', 'Scikit-learn']","['Kafka', 'Spark', 'PyTorch']","['Mentoring', 'Problem Solving']",Bootcamp,3
res_2384,Entry,Data,3,"['Spark', 'Scikit-learn', 'PyTorch', 'Pandas']","['Kafka', 'TensorFlow', 'NumPy']","['Problem Solving', 'Leadership']",Bootcamp,7
res_2385,Senior,Backend,9,"['ASP.NET', 'Node.js', 'FastAPI', 'Python']","['Spring Boot', 'Django', 'Rails']","['Mentoring', 'Project Management']",Master,4
res_2386,Principal,Full-Stack,14,"['Angular', 'Node.js', 'Express', 'React']",[],"['Mentoring', 'Problem Solving']",Master,4
res_2387,Principal,DevOps,13,"['AWS', 'GitHub Actions', 'Terraform', 'Docker']","['GCP', 'Azure', 'Jenkins']","['Problem Solving', 'Mentoring']",Master,3
res_2388,Principal,Data,13,"['TensorFlow', 'Pandas', 'Scikit-learn', 'Spark']","['PyTorch', 'NumPy', 'Kafka']","['Mentoring', 'Communication']",Master,2
res_2389,Principal,Backend,13,"['Rails', 'TypeScript', 'Flask', 'Python']","['Express', 'Spring Boot', 'Node.js']","['Problem Solving', 'Leadership']",Bachelor,7
res_2390,Principal,Frontend,13,"['Python', 'Angular', 'CSS3', 'Next.js']","['React', 'HTML5', 'Vue.js']","['Problem Solving', 'Project Management']",Bachelor,6
res_2391,Principal,Frontend,14,"['CSS3', 'HTML5', 'Next.js', 'Tailwind CSS']","['Svelte', 'Python', 'Angular']","['Communication', 'Mentoring']",Bachelor,3
res_2392,Principal,Data,11,"['Spark', 'PyTorch', 'Scikit-learn', 'Pandas']","['NumPy', 'Kafka', 'TensorFlow']","['Mentoring', 'Communication']",Bachelor,7
res_2393,Mid,Backend,6,"['Flask', 'TypeScript', 'Express', 'FastAPI']","['Django', 'Node.js', 'Python']","['Communication', 'Problem Solving']",Master,3
res_2394,Entry,DevOps,1,"['Terraform', 'GCP', 'Kubernetes', 'Jenkins']","['Azure', 'AWS', 'GitHub Actions']","['Mentoring', 'Communication']",Bootcamp,5
res_2395,Mid,Data,5,"['Pandas', 'Scikit-learn', 'Spark', 'Kafka']","['TensorFlow', 'NumPy', 'PyTorch']","['Problem Solving', 'Mentoring']",Master,8
res_2396,Entry,Backend,2,"['Node.js', 'Rails', 'ASP.NET', 'FastAPI']","['JavaScript', 'Flask', 'Python']","['Mentoring', 'Project Management']",Master,2
res_2397,Principal,Full-Stack,11,"['Angular', 'React', 'Express', 'Node.js']",[],"['Mentoring', 'Problem Solving']",Bootcamp,4
res_2398,Mid,Full-Stack,6,"['Express', 'Angular', 'Node.js', 'React']",[],"['Mentoring', 'Communication']",Master,3
res_2399,Senior,Frontend,8,"['HTML5', 'Python', 'Vue.js', 'Tailwind CSS']","['Angular', 'CSS3', 'Next.js']","['Project Management', 'Communication']",Bootcamp,5
res_2400,Mid,Full-Stack,4,"['React', 'Angular', 'Node.js', 'Express']",[],"['Project Management', 'Mentoring']",Bachelor,4
res_2401,Senior,Frontend,7,"['Next.js', 'Svelte', 'Angular', 'CSS3']","['React', 'Vue.js', 'Python']","['Communication', 'Leadership']",Bootcamp,7
res_2402,Principal,Full-Stack,12,"['Node.js', 'Express', 'Angular', 'React']",[],"['Mentoring', 'Project Management']",Master,7
res_2403,Senior,Frontend,10,"['Tailwind CSS', 'Vue.js', 'JavaScript', 'React']","['Python', 'Svelte', 'Next.js']","['Communication', 'Project Management']",Master,8
res_2404,Mid,Data,3,"['Pandas', 'Spark', 'TensorFlow', 'NumPy']","['Scikit-learn', 'PyTorch', 'Kafka']","['Problem Solving', 'Leadership']",Bachelor,8
res_2405,Principal,Frontend,14,"['Angular', 'Svelte', 'React', 'Vue.js']","['JavaScript', 'HTML5', 'Tailwind CSS']","['Mentoring', 'Leadership']",Master,5
res_2406,Entry,Data,3,"['Scikit-learn', 'NumPy', 'PyTorch', 'Kafka']","['TensorFlow', 'Pandas', 'Spark']","['Mentoring', 'Project Management']",Master,3
res_2407,Entry,Data,2,"['TensorFlow', 'Kafka', 'Scikit-learn', 'Pandas']","['NumPy', 'Spark', 'PyTorch']","['Project Management', 'Communication']",Bachelor,4
res_2408,Senior,Data,8,"['Pandas', 'Kafka', 'NumPy', 'Spark']","['PyTorch', 'Scikit-learn', 'TensorFlow']","['Mentoring', 'Communication']",Bootcamp,7
res_2409,Mid,Frontend,3,"['Angular', 'React', 'HTML5', 'Next.js']","['Svelte', 'Vue.js', 'CSS3']","['Mentoring', 'Communication']",Bachelor,2
res_2410,Entry,Backend,1,"['Node.js', 'TypeScript', 'Flask', 'FastAPI']","['Spring Boot', 'ASP.NET', 'Django']","['Mentoring', 'Communication']",Bachelor,7
res_2411,Principal,Frontend,13,"['CSS3', 'Next.js', 'HTML5', 'Angular']","['Vue.js', 'Svelte', 'Python']","['Mentoring', 'Leadership']",Bachelor,4
res_2412,Principal,Data,12,"['TensorFlow', 'Scikit-learn', 'Spark', 'Pandas']","['PyTorch', 'Kafka', 'NumPy']","['Problem Solving', 'Leadership']",Master,7
res_2413,Principal,Full-Stack,12,"['Angular', 'Express', 'React', 'Node.js']",[],"['Mentoring', 'Leadership']",Bootcamp,5
res_2414,Senior,Frontend,9,"['CSS3', 'Angular', 'Next.js', 'JavaScript']","['Vue.js', 'Svelte', 'React']","['Communication', 'Leadership']",Bachelor,7
res_2415,Entry,Full-Stack,0,"['React', 'Express', 'Angular', 'Node.js']",[],"['Communication', 'Mentoring']",Bootcamp,5
res_2416,Mid,Data,5,"['Kafka', 'TensorFlow', 'Spark', 'NumPy']","['PyTorch', 'Scikit-learn', 'Pandas']","['Project Management', 'Problem Solving']",Bachelor,8
res_2417,Senior,Full-Stack,9,"['React', 'Express', 'Node.js', 'Angular']",[],"['Leadership', 'Project Management']",Master,3
res_2418,Mid,Data,4,"['NumPy', 'Kafka', 'PyTorch', 'Pandas']","['Scikit-learn', 'Spark', 'TensorFlow']","['Problem Solving', 'Leadership']",Bachelor,8
res_2419,Entry,Data,3,"['TensorFlow', 'NumPy', 'Kafka', 'Spark']","['Scikit-learn', 'Pandas', 'PyTorch']","['Problem Solving', 'Communication']",Bachelor,3
res_2420,Senior,Backend,7,"['Django', 'TypeScript', 'FastAPI', 'Express']","['Python', 'Rails', 'ASP.NET']","['Project Management', 'Problem Solving']",Master,6
res_2421,Entry,Backend,0,"['Django', 'Node.js', 'JavaScript', 'Express']","['FastAPI', 'TypeScript', 'Flask']","['Communication', 'Project Management']",Master,5
res_2422,Mid,Data,3,"['Pandas', 'NumPy', 'Spark', 'Kafka']","['Scikit-learn', 'TensorFlow', 'PyTorch']","['Mentoring', 'Communication']",Bootcamp,6
res_2423,Mid,DevOps,3,"['Terraform', 'GCP', 'Docker', 'Kubernetes']","['Jenkins', 'Azure', 'AWS']","['Problem Solving', 'Mentoring']",Master,7
res_2424,Entry,Data,1,"['Scikit-learn', 'Spark', 'PyTorch', 'Kafka']","['TensorFlow', 'NumPy', 'Pandas']","['Problem Solving', 'Project Management']",Bootcamp,5
res_2425,Mid,DevOps,6,"['Terraform', 'AWS', 'Azure', 'Docker']","['GCP', 'Kubernetes', 'Jenkins']","['Project Management', 'Communication']",Bachelor,6
res_2426,Senior,Frontend,8,"['HTML5', 'Angular', 'Vue.js', 'Python']","['Tailwind CSS', 'React', 'JavaScript']","['Leadership', 'Problem Solving']",Bootcamp,7
res_2427,Entry,Full-Stack,3,"['Express', 'Angular', 'React', 'Node.js']",[],"['Project Management', 'Mentoring']",Bootcamp,2
res_2428,Principal,Frontend,14,"['Python', 'Angular', 'HTML5', 'Vue.js']","['Next.js', 'CSS3', 'Tailwind CSS']","['Communication', 'Mentoring']",Bachelor,5
res_2429,Principal,DevOps,12,"['Azure', 'AWS', 'Terraform', 'Docker']","['GitHub Actions', 'Kubernetes', 'Jenkins']","['Leadership', 'Project Management']",Bachelor,5
res_2430,Entry,DevOps,0,"['Jenkins', 'Azure', 'Docker', 'AWS']","['Terraform', 'Kubernetes', 'GitHub Actions']","['Project Management', 'Communication']",Bootcamp,8
res_2431,Entry,Full-Stack,2,"['React', 'Angular', 'Express', 'Node.js']",[],"['Project Management', 'Leadership']",Bootcamp,2
res_2432,Principal,Data,12,"['NumPy', 'TensorFlow', 'Kafka', 'Pandas']","['Scikit-learn', 'PyTorch', 'Spark']","['Mentoring', 'Project Management']",Master,4
res_2433,Senior,DevOps,10,"['Terraform', 'GCP', 'Docker', 'Azure']","['Kubernetes', 'AWS', 'Jenkins']","['Project Management', 'Communication']",Master,3
res_2434,Principal,Frontend,13,"['CSS3', 'JavaScript', 'HTML5', 'Vue.js']","['Next.js', 'Svelte', 'Angular']","['Project Management', 'Communication']",Bachelor,5
res_2435,Senior,Data,8,"['Scikit-learn', 'Kafka', 'Spark', 'TensorFlow']","['NumPy', 'PyTorch', 'Pandas']","['Leadership', 'Communication']",Bootcamp,2
res_2436,Entry,Full-Stack,2,"['Express', 'React', 'Angular', 'Node.js']",[],"['Problem Solving', 'Project Management']",Bootcamp,2
res_2437,Entry,Data,2,"['Kafka', 'TensorFlow', 'Spark', 'PyTorch']","['NumPy', 'Scikit-learn', 'Pandas']","['Communication', 'Problem Solving']",Master,8
res_2438,Senior,DevOps,8,"['Azure', 'Docker', 'Kubernetes', 'AWS']","['Jenkins', 'Terraform', 'GitHub Actions']","['Leadership', 'Problem Solving']",Bootcamp,2
res_2439,Entry,Backend,1,"['Flask', 'JavaScript', 'Express', 'Spring Boot']","['Node.js', 'ASP.NET', 'Python']","['Communication', 'Leadership']",Bootcamp,7
res_2440,Mid,DevOps,6,"['GitHub Actions', 'Terraform', 'Docker', 'Jenkins']","['GCP', 'Kubernetes', 'Azure']","['Problem Solving', 'Mentoring']",Bachelor,7
res_2441,Principal,Full-Stack,13,"['Node.js', 'Express', 'Angular', 'React']",[],"['Project Management', 'Problem Solving']",Master,4
res_2442,Senior,Backend,7,"['Spring Boot', 'Rails', 'Express', 'JavaScript']","['Node.js', 'TypeScript', 'Python']","['Mentoring', 'Leadership']",Bachelor,4
res_2443,Senior,Data,8,"['Pandas', 'Kafka', 'NumPy', 'Spark']","['Scikit-learn', 'TensorFlow', 'PyTorch']","['Project Management', 'Mentoring']",Bootcamp,3
res_2444,Entry,Frontend,2,"['Vue.js', 'Tailwind CSS', 'Svelte', 'Angular']","['CSS3', 'JavaScript', 'Python']","['Problem Solving', 'Project Management']",Bachelor,7
res_2445,Principal,DevOps,11,"['Kubernetes', 'Terraform', 'Jenkins', 'GCP']","['AWS', 'Azure', 'GitHub Actions']","['Communication', 'Leadership']",Master,8
res_2446,Senior,Frontend,9,"['Next.js', 'Svelte', 'CSS3', 'Tailwind CSS']","['Vue.js', 'Python', 'JavaScript']","['Mentoring', 'Communication']",Bootcamp,3
res_2447,Entry,Frontend,2,"['Next.js', 'JavaScript', 'Angular', 'Tailwind CSS']","['CSS3', 'HTML5', 'React']","['Communication', 'Problem Solving']",Bachelor,8
res_2448,Entry,Full-Stack,0,"['Express', 'React', 'Angular', 'Node.js']",[],"['Mentoring', 'Leadership']",Bachelor,4
res_2449,Entry,Frontend,1,"['Next.js', 'Vue.js', 'CSS3', 'React']","['Angular', 'JavaScript', 'Python']","['Mentoring', 'Leadership']",Bootcamp,7
res_2450,Senior,Backend,9,"['Express', 'ASP.NET', 'TypeScript', 'Node.js']","['Spring Boot', 'FastAPI', 'Python']","['Problem Solving', 'Mentoring']",Bootcamp,6
res_2451,Mid,Frontend,6,"['Vue.js', 'Svelte', 'Next.js', 'CSS3']","['Python', 'JavaScript', 'HTML5']","['Mentoring', 'Communication']",Bootcamp,2
res_2452,Mid,Data,5,"['TensorFlow', 'NumPy', 'PyTorch', 'Pandas']","['Scikit-learn', 'Spark', 'Kafka']","['Problem Solving', 'Mentoring']",Master,5
res_2453,Principal,DevOps,14,"['GitHub Actions', 'GCP', 'Docker', 'Terraform']","['Kubernetes', 'Jenkins', 'Azure']","['Project Management', 'Problem Solving']",Bachelor,7
res_2454,Entry,DevOps,1,"['Terraform', 'Docker', 'AWS', 'Jenkins']","['Kubernetes', 'Azure', 'GitHub Actions']","['Communication', 'Problem Solving']",Bootcamp,2
res_2455,Principal,Backend,12,"['Django', 'ASP.NET', 'Node.js', 'Rails']","['FastAPI', 'TypeScript', 'Express']","['Leadership', 'Mentoring']",Bootcamp,6
res_2456,Principal,Full-Stack,14,"['Angular', 'Node.js', 'React', 'Express']",[],"['Project Management', 'Leadership']",Master,7
res_2457,Entry,Backend,3,"['Django', 'Flask', 'Node.js', 'Python']","['Spring Boot', 'ASP.NET', 'TypeScript']","['Project Management', 'Communication']",Master,8
res_2458,Senior,Data,9,"['TensorFlow', 'Pandas', 'NumPy', 'PyTorch']","['Scikit-learn', 'Spark', 'Kafka']","['Communication', 'Leadership']",Master,8
res_2459,Principal,Data,13,"['Pandas', 'NumPy', 'Kafka', 'Spark']","['PyTorch', 'TensorFlow', 'Scikit-learn']","['Project Management', 'Problem Solving']",Bachelor,2
res_2460,Senior,Frontend,7,"['Python', 'Tailwind CSS', 'Vue.js', 'Angular']","['React', 'JavaScript', 'HTML5']","['Communication', 'Problem Solving']",Bachelor,2
res_2461,Senior,Backend,7,"['ASP.NET', 'Node.js', 'FastAPI', 'Django']","['TypeScript', 'Python', 'Spring Boot']","['Project Management', 'Communication']",Bachelor,5
res_2462,Mid,DevOps,4,"['AWS', 'GCP', 'Kubernetes', 'Docker']","['GitHub Actions', 'Azure', 'Terraform']","['Problem Solving', 'Mentoring']",Bootcamp,3
res_2463,Entry,Full-Stack,0,"['Angular', 'Node.js', 'Express', 'React']",[],"['Leadership', 'Mentoring']",Bootcamp,2
res_2464,Principal,Frontend,12,"['JavaScript', 'Next.js', 'Svelte', 'HTML5']","['CSS3', 'Angular', 'Tailwind CSS']","['Project Management', 'Mentoring']",Bachelor,6
res_2465,Entry,Data,3,"['Spark', 'NumPy', 'Scikit-learn', 'PyTorch']","['TensorFlow', 'Pandas', 'Kafka']","['Problem Solving', 'Project Management']",Master,5
res_2466,Senior,Data,9,"['NumPy', 'TensorFlow', 'Pandas', 'PyTorch']","['Kafka', 'Spark', 'Scikit-learn']","['Project Management', 'Mentoring']",Master,5
res_2467,Principal,Full-Stack,13,"['Node.js', 'Express', 'Angular', 'React']",[],"['Communication', 'Leadership']",Bootcamp,8
res_2468,Entry,Frontend,1,"['Vue.js', 'Tailwind CSS', 'CSS3', 'Angular']","['JavaScript', 'Svelte', 'Python']","['Problem Solving', 'Communication']",Bootcamp,8
res_2469,Entry,Full-Stack,2,"['Angular', 'React', 'Express', 'Node.js']",[],"['Leadership', 'Project Management']",Bootcamp,3
res_2470,Principal,Backend,14,"['Node.js', 'Django', 'Spring Boot', 'ASP.NET']","['FastAPI', 'Express', 'Python']","['Project Management', 'Communication']",Master,3
res_2471,Principal,DevOps,11,"['Terraform', 'GCP', 'Kubernetes', 'GitHub Actions']","['AWS', 'Docker', 'Jenkins']","['Communication', 'Mentoring']",Master,7
res_2472,Senior,Backend,10,"['TypeScript', 'Spring Boot', 'ASP.NET', 'Flask']","['JavaScript', 'Rails', 'Django']","['Communication', 'Problem Solving']",Bootcamp,7
res_2473,Mid,Full-Stack,5,"['Node.js', 'Angular', 'React', 'Express']",[],"['Problem Solving', 'Project Management']",Bootcamp,7
res_2474,Senior,Full-Stack,9,"['Express', 'Node.js', 'Angular', 'React']",[],"['Communication', 'Problem Solving']",Bootcamp,5
res_2475,Senior,Backend,10,"['Express', 'ASP.NET', 'Django', 'Spring Boot']","['Python', 'TypeScript', 'Rails']","['Leadership', 'Problem Solving']",Master,8
res_2476,Senior,Data,10,"['Spark', 'TensorFlow', 'Pandas', 'Kafka']","['PyTorch', 'NumPy', 'Scikit-learn']","['Mentoring', 'Communication']",Bachelor,6
res_2477,Entry,Full-Stack,0,"['React', 'Express', 'Angular', 'Node.js']",[],"['Problem Solving', 'Mentoring']",Bootcamp,8
res_2478,Entry,Data,2,"['TensorFlow', 'NumPy', 'Pandas', 'Kafka']","['Spark', 'PyTorch', 'Scikit-learn']","['Communication', 'Mentoring']",Bootcamp,7
res_2479,Principal,DevOps,13,"['GitHub Actions', 'Docker', 'Azure', 'Jenkins']","['AWS', 'GCP', 'Terraform']","['Problem Solving', 'Communication']",Master,3
res_2480,Principal,Full-Stack,12,"['React', 'Express', 'Node.js', 'Angular']",[],"['Problem Solving', 'Mentoring']",Bootcamp,7
res_2481,Entry,Frontend,3,"['JavaScript', 'Tailwind CSS', 'React', 'HTML5']","['Svelte', 'Angular', 'CSS3']","['Communication', 'Leadership']",Bootcamp,7
res_2482,Principal,Backend,12,"['Django', 'Flask', 'TypeScript', 'ASP.NET']","['Node.js', 'Express', 'JavaScript']","['Leadership', 'Problem Solving']",Bachelor,3
res_2483,Mid,Data,6,"['Spark', 'NumPy', 'PyTorch', 'Scikit-learn']","['TensorFlow', 'Kafka', 'Pandas']","['Project Management', 'Communication']",Bachelor,4
res_2484,Principal,Frontend,11,"['Svelte', 'JavaScript', 'CSS3', 'Next.js']","['Tailwind CSS', 'Angular', 'Vue.js']","['Leadership', 'Project Management']",Bachelor,5
res_2485,Mid,DevOps,5,"['GCP', 'Kubernetes', 'GitHub Actions', 'Jenkins']","['Docker', 'Terraform', 'AWS']","['Mentoring', 'Communication']",Bootcamp,5
res_2486,Mid,Backend,6,"['FastAPI', 'JavaScript', 'TypeScript', 'Django']","['Node.js', 'Flask', 'Express']","['Communication', 'Project Management']",Master,7
res_2487,Entry,Data,3,"['PyTorch', 'Spark', 'TensorFlow', 'Scikit-learn']","['NumPy', 'Pandas', 'Kafka']","['Mentoring', 'Leadership']",Bootcamp,8
res_2488,Mid,Frontend,6,"['Vue.js', 'Next.js', 'Python', 'HTML5']","['JavaScript', 'CSS3', 'Angular']","['Leadership', 'Project Management']",Bachelor,5
res_2489,Entry,Backend,2,"['JavaScript', 'FastAPI', 'Django', 'Rails']","['Express', 'TypeScript', 'ASP.NET']","['Communication', 'Leadership']",Bachelor,8
res_2490,Entry,Full-Stack,1,"['Express', 'Node.js', 'React', 'Angular']",[],"['Mentoring', 'Leadership']",Bachelor,2
res_2491,Principal,Backend,12,"['Rails', 'FastAPI', 'Node.js', 'JavaScript']","['Python', 'Flask', 'Express']","['Mentoring', 'Communication']",Bootcamp,3
res_2492,Entry,Full-Stack,3,"['Node.js', 'Express', 'Angular', 'React']",[],"['Problem Solving', 'Communication']",Master,6
res_2493,Entry,Full-Stack,0,"['Angular', 'Express', 'React', 'Node.js']",[],"['Leadership', 'Problem Solving']",Master,6
res_2494,Principal,Data,13,"['Spark', 'PyTorch', 'Kafka', 'TensorFlow']","['Scikit-learn', 'NumPy', 'Pandas']","['Problem Solving', 'Communication']",Bachelor,4
res_2495,Principal,Frontend,14,"['Python', 'Next.js', 'JavaScript', 'HTML5']","['CSS3', 'Vue.js', 'Svelte']","['Leadership', 'Problem Solving']",Master,3
res_2496,Entry,Frontend,2,"['Angular', 'CSS3', 'Vue.js', 'React']","['Python', 'JavaScript', 'Next.js']","['Communication', 'Mentoring']",Bootcamp,3
res_2497,Mid,Data,5,"['PyTorch', 'TensorFlow', 'Pandas', 'Spark']","['NumPy', 'Scikit-learn', 'Kafka']","['Communication', 'Mentoring']",Bootcamp,6
res_2498,Senior,Full-Stack,7,"['Express', 'Angular', 'Node.js', 'React']",[],"['Communication', 'Leadership']",Bachelor,8
res_2499,Senior,Backend,10,"['ASP.NET', 'Django', 'Flask', 'TypeScript']","['Express', 'Spring Boot', 'Node.js']","['Mentoring', 'Project Management']",Bootcamp,3
res_2500,Mid,DevOps,5,"['Terraform', 'GCP', 'Jenkins', 'Kubernetes']","['AWS', 'Docker', 'Azure']","['Problem Solving', 'Leadership']",Bootcamp,5
res_2501,Mid,Full-Stack,5,"['Node.js', 'Angular', 'Express', 'React']",[],"['Project Management', 'Communication']",Master,3
res_2502,Mid,Full-Stack,6,"['React', 'Express', 'Angular', 'Node.js']",[],"['Problem Solving', 'Mentoring']",Bachelor,6
res_2503,Principal,Data,11,"['Scikit-learn', 'NumPy', 'PyTorch', 'Pandas']","['Kafka', 'TensorFlow', 'Spark']","['Leadership', 'Mentoring']",Bachelor,4
res_2504,Principal,Backend,12,"['Django', 'JavaScript', 'Node.js', 'FastAPI']","['Spring Boot', 'Python', 'Express']","['Problem Solving', 'Communication']",Master,3
res_2505,Principal,DevOps,11,"['GCP', 'Kubernetes', 'Terraform', 'GitHub Actions']","['Docker', 'AWS', 'Azure']","['Mentoring', 'Communication']",Bootcamp,5
res_2506,Senior,DevOps,8,"['Terraform', 'GCP', 'Jenkins', 'Kubernetes']","['Docker', 'GitHub Actions', 'Azure']","['Project Management', 'Mentoring']",Bootcamp,4
res_2507,Entry,Backend,3,"['Express', 'ASP.NET', 'FastAPI', 'TypeScript']","['Node.js', 'Django', 'JavaScript']","['Communication', 'Mentoring']",Bachelor,3
res_2508,Principal,DevOps,12,"['Jenkins', 'Azure', 'AWS', 'GitHub Actions']","['GCP', 'Docker', 'Kubernetes']","['Mentoring', 'Communication']",Bachelor,2
res_2509,Entry,Full-Stack,2,"['Node.js', 'Angular', 'React', 'Express']",[],"['Problem Solving', 'Mentoring']",Master,2
res_2510,Senior,Data,8,"['TensorFlow', 'Scikit-learn', 'NumPy', 'Spark']","['Pandas', 'Kafka', 'PyTorch']","['Leadership', 'Communication']",Master,5
res_2511,Principal,Full-Stack,12,"['Angular', 'React', 'Node.js', 'Express']",[],"['Communication', 'Mentoring']",Bootcamp,8
res_2512,Principal,Data,12,"['NumPy', 'Spark', 'PyTorch', 'Kafka']","['TensorFlow', 'Pandas', 'Scikit-learn']","['Communication', 'Leadership']",Master,7
res_2513,Principal,Frontend,14,"['Next.js', 'Vue.js', 'Angular', 'Python']","['CSS3', 'Svelte', 'React']","['Project Management', 'Problem Solving']",Bachelor,8
res_2514,Entry,Data,0,"['NumPy', 'PyTorch', 'Kafka', 'Scikit-learn']","['TensorFlow', 'Pandas', 'Spark']","['Leadership', 'Communication']",Master,2
res_2515,Entry,Full-Stack,0,"['Angular', 'React', 'Node.js', 'Express']",[],"['Project Management', 'Problem Solving']",Bootcamp,5
res_2516,Senior,Backend,8,"['ASP.NET', 'Python', 'Flask', 'TypeScript']","['Node.js', 'Spring Boot', 'Express']","['Mentoring', 'Project Management']",Bachelor,5
res_2517,Mid,Full-Stack,5,"['Angular', 'Express', 'Node.js', 'React']",[],"['Problem Solving', 'Project Management']",Bootcamp,7
res_2518,Senior,Frontend,10,"['CSS3', 'React', 'Vue.js', 'Next.js']","['Svelte', 'Python', 'JavaScript']","['Mentoring', 'Problem Solving']",Bootcamp,7
res_2519,Entry,Data,3,"['Pandas', 'NumPy', 'Scikit-learn', 'TensorFlow']","['Kafka', 'Spark', 'PyTorch']","['Problem Solving', 'Project Management']",Bootcamp,7
res_2520,Mid,Frontend,6,"['Next.js', 'React', 'Python', 'JavaScript']","['Tailwind CSS', 'CSS3', 'HTML5']","['Mentoring', 'Communication']",Bootcamp,5
res_2521,Senior,DevOps,9,"['Docker', 'GitHub Actions', 'Azure', 'Kubernetes']","['Jenkins', 'GCP', 'AWS']","['Problem Solving', 'Project Management']",Master,4
res_2522,Senior,DevOps,10,"['AWS', 'GCP', 'Terraform', 'Kubernetes']","['GitHub Actions', 'Azure', 'Docker']","['Leadership', 'Mentoring']",Bachelor,7
res_2523,Entry,Frontend,0,"['Angular', 'Tailwind CSS', 'CSS3', 'Svelte']","['JavaScript', 'Next.js', 'HTML5']","['Leadership', 'Problem Solving']",Bachelor,2
res_2524,Principal,Backend,11,"['Spring Boot', 'Rails', 'TypeScript', 'JavaScript']","['ASP.NET', 'Express', 'Python']","['Mentoring', 'Communication']",Bootcamp,8
res_2525,Senior,Backend,9,"['Flask', 'Express', 'Python', 'Node.js']","['Rails', 'TypeScript', 'Django']","['Mentoring', 'Leadership']",Bachelor,5
res_2526,Entry,Frontend,3,"['HTML5', 'Tailwind CSS', 'Angular', 'Svelte']","['React', 'Vue.js', 'CSS3']","['Mentoring', 'Project Management']",Bachelor,4
res_2527,Principal,Full-Stack,11,"['React', 'Angular', 'Node.js', 'Express']",[],"['Leadership', 'Project Management']",Master,2
res_2528,Mid,Full-Stack,5,"['Angular', 'React', 'Express', 'Node.js']",[],"['Communication', 'Leadership']",Bootcamp,8
res_2529,Mid,Full-Stack,3,"['Angular', 'Express', 'React', 'Node.js']",[],"['Mentoring', 'Project Management']",Master,6
res_2530,Senior,Frontend,8,"['HTML5', 'JavaScript', 'Next.js', 'Tailwind CSS']","['React', 'Svelte', 'Vue.js']","['Project Management', 'Mentoring']",Master,8
res_2531,Senior,Backend,9,"['Rails', 'Spring Boot', 'ASP.NET', 'TypeScript']","['Python', 'Express', 'Node.js']","['Communication', 'Mentoring']",Bootcamp,2
res_2532,Entry,DevOps,0,"['Kubernetes', 'GCP', 'AWS', 'Docker']","['Jenkins', 'Azure', 'GitHub Actions']","['Mentoring', 'Leadership']",Bachelor,8
res_2533,Entry,Data,3,"['PyTorch', 'NumPy', 'TensorFlow', 'Kafka']","['Scikit-learn', 'Pandas', 'Spark']","['Leadership', 'Project Management']",Bachelor,7
res_2534,Entry,Data,1,"['Kafka', 'Scikit-learn', 'Spark', 'TensorFlow']","['NumPy', 'Pandas', 'PyTorch']","['Communication', 'Problem Solving']",Bachelor,8
res_2535,Mid,Data,5,"['Pandas', 'Scikit-learn', 'NumPy', 'TensorFlow']","['Kafka', 'Spark', 'PyTorch']","['Problem Solving', 'Leadership']",Bootcamp,8
res_2536,Senior,Data,9,"['Spark', 'Scikit-learn', 'NumPy', 'Pandas']","['Kafka', 'TensorFlow', 'PyTorch']","['Problem Solving', 'Communication']",Bachelor,5
res_2537,Mid,Frontend,4,"['Python', 'Vue.js', 'JavaScript', 'Next.js']","['React', 'Angular', 'Svelte']","['Project Management', 'Leadership']",Bachelor,8
res_2538,Mid,Data,6,"['Kafka', 'Scikit-learn', 'Pandas', 'TensorFlow']","['NumPy', 'PyTorch', 'Spark']","['Communication', 'Leadership']",Bootcamp,4
res_2539,Senior,Backend,10,"['FastAPI', 'TypeScript', 'Rails', 'Django']","['Node.js', 'Python', 'JavaScript']","['Project Management', 'Problem Solving']",Bachelor,3
res_2540,Mid,Full-Stack,5,"['Express', 'React', 'Angular', 'Node.js']",[],"['Mentoring', 'Communication']",Bachelor,5
res_2541,Entry,Frontend,1,"['Angular', 'Tailwind CSS', 'Next.js', 'Python']","['Vue.js', 'CSS3', 'React']","['Mentoring', 'Problem Solving']",Bachelor,4
