resume_id,role,seniority,strong_skills,medium_skills,weak_skills,missing_skills,years_experience,projects_count,resume_quality,ats_score
R02365,Systems Software Engineer,Intern,Rust;Concurrency;C++,Profiling;Linux,C,Memory Management,1.1,3,medium,0.59
R02366,Machine Learning Engineer,Intern,Python;TensorFlow;Docker,scikit-learn;MLflow,AWS,PyTorch,0.5,4,medium,0.6
R02367,Data Engineer,Intern,Python;AWS;ETL,GCP;Kafka,SQL,Airflow;Spark,1.4,2,medium,0.6
R02368,Machine Learning Engineer,Junior,Docker;TensorFlow;Python;MLflow;scikit-learn,AWS;PyTorch,,,4.0,3,medium,0.66
R02369,Systems Software Engineer,Junior,Concurrency;Profiling;Linux;Rust;C++,Memory Management;C,,,2.1,1,medium,0.67
R02370,Systems Software Engineer,Junior,C++;C;Memory Management;Profiling;Concurrency,Linux;Rust,,,3.4,3,medium,0.71
R02371,Systems Software Engineer,Junior,Profiling;Concurrency;Memory Management;C;Rust,C++;Linux,,,3.9,2,medium,0.66
R02372,Embedded Software Engineer,Intern,Debugging;SPI;Microcontrollers,UART;C,RTOS,I2C;C++,0.2,4,medium,0.61
R02373,Frontend Engineer,New Grad,Testing;JavaScript;Next.js;Accessibility,React;CSS,TypeScript,HTML,1.9,3,medium,0.66
R02374,Embedded Software Engineer,Mid,SPI;UART;C++;RTOS;I2C;Microcontrollers,Debugging;C,,,6.6,2,high,0.74
R02375,Data Engineer,Intern,SQL;Kafka;GCP,Spark;Airflow,AWS,Python;ETL,0.6,4,medium,0.57
R02376,DevOps Engineer,Intern,Docker;Kubernetes;Terraform,AWS;Linux,CI/CD,Python,1.3,4,medium,0.57
R02377,Data Engineer,Junior,GCP;Python;Airflow;Spark;Kafka,AWS;SQL,ETL,,3.0,3,medium,0.66
R02378,Machine Learning Engineer,Senior,scikit-learn;PyTorch;AWS;TensorFlow;Docker;Python;MLflow,,,,10.7,2,high,0.79
R02379,Data Engineer,Junior,GCP;Spark;ETL;AWS;Airflow,Python;SQL,Kafka,,3.8,1,medium,0.74
R02380,Embedded Software Engineer,Intern,Debugging;SPI;UART,C++;RTOS,C,Microcontrollers;I2C,0.4,4,medium,0.62
R02381,Systems Software Engineer,Mid,C++;C;Memory Management;Rust;Concurrency;Profiling,Linux,,,5.8,1,high,0.78
R02382,Embedded Software Engineer,New Grad,UART;RTOS;Debugging;I2C,C++;Microcontrollers,C,SPI,1.8,4,medium,0.68
R02383,DevOps Engineer,New Grad,Python;Kubernetes;Linux;AWS,Terraform;CI/CD,Docker,,1.3,4,medium,0.66
R02384,Frontend Engineer,Senior,TypeScript;JavaScript;Accessibility;Next.js;CSS;Testing;React,HTML,,,10.0,0,high,0.8
R02385,Systems Software Engineer,Junior,Profiling;Concurrency;Memory Management;C++;Linux,Rust;C,,,2.5,2,medium,0.72
R02386,Data Engineer,Junior,Python;SQL;Airflow;AWS;ETL,Kafka;Spark,GCP,,3.2,2,medium,0.72
R02387,Embedded Software Engineer,Senior,RTOS;SPI;UART;C;Microcontrollers;C++;Debugging,I2C,,,9.4,2,high,0.75
R02388,Site Reliability Engineer,Intern,SLIs/SLOs;Python;Linux,Incident Response;Go,Kubernetes,Observability,1.2,4,medium,0.65
R02389,Frontend Engineer,Mid,Accessibility;CSS;Next.js;Testing;TypeScript;JavaScript,HTML;React,,,6.1,2,high,0.73
R02390,Full-Stack Engineer,New Grad,SQL;Docker;JavaScript;AWS,Python;React,TypeScript,Node.js,1.6,3,medium,0.67
R02391,Site Reliability Engineer,Intern,Python;Go;Kubernetes,Linux;SLIs/SLOs,Observability,Incident Response,0.8,3,medium,0.65
R02392,Backend Software Engineer,Senior,Docker;Java;PostgreSQL;C++;Go;AWS;SQL,Python;REST APIs,Kubernetes,,9.4,2,high,0.8
R02393,Machine Learning Engineer,Mid,MLflow;PyTorch;Python;Docker;scikit-learn;AWS,TensorFlow,,,7.0,2,high,0.73
R02394,Systems Software Engineer,New Grad,C;Profiling;Memory Management;C++,Rust;Linux,Concurrency,,1.3,2,medium,0.62
R02395,Site Reliability Engineer,New Grad,Incident Response;Go;Python;Kubernetes,Linux;SLIs/SLOs,Observability,,1.6,3,medium,0.62
R02396,DevOps Engineer,Mid,Docker;AWS;Python;Kubernetes;Terraform;Linux,CI/CD,,,6.7,2,high,0.78
R02397,Embedded Software Engineer,Mid,Microcontrollers;C;SPI;UART;C++;I2C,RTOS;Debugging,,,5.1,2,high,0.76
R02398,Embedded Software Engineer,Intern,SPI;C++;I2C,C;RTOS,UART,Debugging;Microcontrollers,0.3,5,medium,0.61
R02399,Full-Stack Engineer,Intern,React;SQL;AWS,Python;Node.js,Docker,JavaScript;TypeScript,0.6,5,medium,0.63
R02400,DevOps Engineer,New Grad,Docker;Linux;CI/CD;Terraform,Python;Kubernetes,AWS,,1.8,2,medium,0.62
R02401,Backend Software Engineer,Intern,Python;PostgreSQL;AWS,SQL;Kubernetes,Go,REST APIs;Java;CI/CD,0.1,4,medium,0.58
R02402,Site Reliability Engineer,Junior,Go;Linux;Observability;Kubernetes;Python,Incident Response;SLIs/SLOs,,,3.2,2,medium,0.72
R02403,Backend Software Engineer,New Grad,C++;PostgreSQL;Docker;Java,Go;CI/CD,Kubernetes,AWS;Python,1.7,4,medium,0.66
R02404,Machine Learning Engineer,New Grad,PyTorch;MLflow;TensorFlow;Docker,AWS;scikit-learn,Python,,1.7,3,medium,0.68
R02405,Full-Stack Engineer,New Grad,SQL;Python;Node.js;React,AWS;TypeScript,Docker,JavaScript,1.5,2,medium,0.61
R02406,Embedded Software Engineer,New Grad,Microcontrollers;C++;SPI;RTOS,UART;Debugging,I2C,C,1.4,2,medium,0.68
R02407,Systems Software Engineer,Intern,Memory Management;Rust;C,C++;Profiling,Linux,Concurrency,0.2,2,medium,0.6
R02408,Full-Stack Engineer,Mid,Docker;TypeScript;SQL;JavaScript;React;AWS,Python;Node.js,,,5.5,1,high,0.78
R02409,Site Reliability Engineer,Junior,Linux;Go;Observability;Kubernetes;Python,SLIs/SLOs;Incident Response,,,2.1,3,medium,0.73
R02410,Site Reliability Engineer,New Grad,Python;Incident Response;SLIs/SLOs;Go,Kubernetes;Observability,Linux,,1.9,2,medium,0.63
R02411,Full-Stack Engineer,Junior,React;JavaScript;Python;SQL;Node.js,Docker;AWS,TypeScript,,2.7,3,medium,0.7
R02412,Frontend Engineer,Junior,React;HTML;JavaScript;Next.js;CSS,TypeScript;Testing,Accessibility,,3.9,1,medium,0.67
R02413,Full-Stack Engineer,Intern,Docker;Node.js;TypeScript,JavaScript;React,SQL,Python;AWS,1.0,2,medium,0.57
R02414,Full-Stack Engineer,Mid,JavaScript;SQL;TypeScript;Python;Docker;Node.js,React;AWS,,,5.5,1,high,0.79
R02415,Data Engineer,Junior,SQL;ETL;Kafka;Spark;AWS,Airflow;Python,GCP,,3.6,1,medium,0.7
R02416,Backend Software Engineer,Senior,PostgreSQL;Kubernetes;SQL;AWS;C++;REST APIs;Go,Python;CI/CD,Java,,7.8,1,high,0.76
R02417,Machine Learning Engineer,Junior,TensorFlow;Docker;AWS;MLflow;PyTorch,scikit-learn;Python,,,2.7,3,medium,0.72
R02418,DevOps Engineer,New Grad,Python;Docker;Linux;CI/CD,Kubernetes;AWS,Terraform,,1.5,2,medium,0.62
R02419,Full-Stack Engineer,Junior,Python;TypeScript;SQL;Node.js;JavaScript,AWS;Docker,React,,2.7,1,medium,0.73
R02420,Embedded Software Engineer,Mid,UART;Debugging;I2C;RTOS;C;Microcontrollers,SPI;C++,,,4.0,2,high,0.74
R02421,Systems Software Engineer,Mid,Linux;Concurrency;Rust;C;Memory Management;C++,Profiling,,,6.1,2,high,0.7
R02422,Site Reliability Engineer,Mid,Go;Python;SLIs/SLOs;Linux;Kubernetes;Observability,Incident Response,,,6.2,1,high,0.8
R02423,Full-Stack Engineer,Mid,Node.js;React;AWS;SQL;Python;TypeScript,Docker;JavaScript,,,4.6,1,high,0.8
R02424,Frontend Engineer,Senior,Testing;JavaScript;Accessibility;Next.js;HTML;React;CSS,TypeScript,,,10.5,1,high,0.82
R02425,Site Reliability Engineer,New Grad,Incident Response;SLIs/SLOs;Go;Kubernetes,Linux;Python,Observability,,2.0,4,medium,0.65
R02426,Site Reliability Engineer,Mid,Incident Response;SLIs/SLOs;Linux;Observability;Go;Kubernetes,Python,,,4.1,1,high,0.79
R02427,Frontend Engineer,Intern,HTML;React;Next.js,TypeScript;CSS,JavaScript,Accessibility;Testing,1.4,5,medium,0.59
R02428,Embedded Software Engineer,Senior,Debugging;I2C;UART;C++;C;Microcontrollers;RTOS,SPI,,,7.6,0,high,0.78
R02429,Frontend Engineer,Intern,React;JavaScript;HTML,Testing;Next.js,TypeScript,CSS;Accessibility,0.8,2,medium,0.63
R02430,Systems Software Engineer,Junior,Profiling;Concurrency;Rust;C;Linux,Memory Management;C++,,,3.6,3,medium,0.71
R02431,DevOps Engineer,Junior,CI/CD;Python;Terraform;Linux;Kubernetes,AWS;Docker,,,2.4,1,medium,0.75
R02432,Systems Software Engineer,Junior,C;C++;Profiling;Memory Management;Rust,Linux;Concurrency,,,2.8,2,medium,0.65
R02433,Systems Software Engineer,Junior,C;Concurrency;Rust;C++;Linux,Memory Management;Profiling,,,3.1,2,medium,0.7
R02434,Site Reliability Engineer,Intern,Linux;SLIs/SLOs;Go,Observability;Kubernetes,Incident Response,Python,0.3,3,medium,0.63
R02435,Systems Software Engineer,Junior,Rust;Memory Management;C++;Linux;Concurrency,Profiling;C,,,2.2,1,medium,0.69
R02436,Backend Software Engineer,New Grad,Java;C++;AWS;CI/CD,Python;Kubernetes,REST APIs,PostgreSQL;Go,1.4,4,medium,0.68
R02437,Systems Software Engineer,Intern,Profiling;Concurrency;C++,Rust;Linux,Memory Management,C,0.9,3,medium,0.58
R02438,Site Reliability Engineer,Junior,Python;Observability;SLIs/SLOs;Incident Response;Go,Kubernetes;Linux,,,2.5,3,medium,0.72
R02439,Frontend Engineer,Mid,TypeScript;CSS;React;Testing;HTML;Next.js,Accessibility;JavaScript,,,4.5,2,high,0.72
R02440,Embedded Software Engineer,Mid,SPI;Microcontrollers;I2C;C++;UART;RTOS,C;Debugging,,,6.7,2,high,0.72
R02441,Backend Software Engineer,Senior,CI/CD;REST APIs;Python;C++;Kubernetes;PostgreSQL;SQL,Go;Docker,AWS,,8.4,2,high,0.76
R02442,Systems Software Engineer,Mid,C;Linux;Profiling;Concurrency;C++;Rust,Memory Management,,,6.7,2,high,0.7
R02443,DevOps Engineer,Junior,Kubernetes;Linux;Python;Docker;CI/CD,AWS;Terraform,,,3.7,1,medium,0.73
R02444,Embedded Software Engineer,Senior,I2C;Debugging;RTOS;C++;UART;C;SPI,Microcontrollers,,,8.2,0,high,0.82
R02445,Frontend Engineer,Senior,Next.js;Testing;HTML;JavaScript;TypeScript;CSS;Accessibility,React,,,11.0,2,high,0.84
R02446,Data Engineer,Intern,Spark;SQL;GCP,AWS;Python,Kafka,ETL;Airflow,0.5,2,medium,0.6
R02447,Backend Software Engineer,New Grad,Java;CI/CD;SQL;C++,PostgreSQL;AWS,Docker,REST APIs;Kubernetes,2.1,3,medium,0.7
R02448,DevOps Engineer,Mid,AWS;Linux;Docker;Terraform;Python;CI/CD,Kubernetes,,,5.2,1,high,0.75
R02449,Full-Stack Engineer,Senior,SQL;JavaScript;React;Docker;Node.js;TypeScript;Python,AWS,,,9.8,0,high,0.82
R02450,Frontend Engineer,Junior,HTML;Testing;Next.js;CSS;React,TypeScript;Accessibility,JavaScript,,2.8,2,medium,0.66
R02451,Machine Learning Engineer,Intern,Python;AWS;PyTorch,Docker;scikit-learn,TensorFlow,MLflow,1.2,4,medium,0.61
R02452,Embedded Software Engineer,New Grad,C;Debugging;RTOS;Microcontrollers,SPI;C++,UART,I2C,1.6,4,medium,0.63
R02453,Site Reliability Engineer,New Grad,Observability;SLIs/SLOs;Python;Go,Incident Response;Linux,Kubernetes,,1.3,4,medium,0.69
R02454,Data Engineer,Junior,SQL;Airflow;ETL;Python;AWS,GCP;Spark,Kafka,,3.1,2,medium,0.7
R02455,Full-Stack Engineer,Intern,Docker;TypeScript;JavaScript,Node.js;AWS,React,SQL;Python,0.2,3,medium,0.56
R02456,Frontend Engineer,Senior,CSS;TypeScript;React;Next.js;Testing;Accessibility;JavaScript,HTML,,,8.6,0,high,0.82
R02457,Frontend Engineer,Mid,Testing;JavaScript;Accessibility;TypeScript;React;HTML,CSS;Next.js,,,6.7,2,high,0.74
R02458,Machine Learning Engineer,Mid,Python;MLflow;TensorFlow;scikit-learn;PyTorch;AWS,Docker,,,6.6,1,high,0.76
R02459,Machine Learning Engineer,New Grad,Python;TensorFlow;MLflow;scikit-learn,PyTorch;AWS,Docker,,2.1,2,medium,0.65
R02460,Frontend Engineer,Junior,Accessibility;JavaScript;CSS;HTML;TypeScript,Testing;Next.js,React,,3.6,1,medium,0.66
R02461,Data Engineer,Mid,Airflow;Python;GCP;Spark;AWS;Kafka,ETL;SQL,,,4.9,1,high,0.73
R02462,Machine Learning Engineer,Intern,Python;PyTorch;TensorFlow,scikit-learn;AWS,MLflow,Docker,1.2,2,medium,0.62
R02463,Site Reliability Engineer,Intern,Incident Response;Linux;Kubernetes,Observability;Python,SLIs/SLOs,Go,1.2,2,medium,0.56
R02464,DevOps Engineer,Senior,AWS;Docker;Linux;CI/CD;Python;Kubernetes;Terraform,,,,7.5,1,high,0.76
R02465,Systems Software Engineer,Junior,Concurrency;C++;Profiling;C;Linux,Memory Management;Rust,,,2.5,3,medium,0.71
R02466,Systems Software Engineer,Intern,Profiling;C++;Rust,Concurrency;C,Memory Management,Linux,0.2,3,medium,0.64
R02467,Backend Software Engineer,New Grad,C++;Java;Python;Docker,AWS;Kubernetes,Go,CI/CD;PostgreSQL,1.9,3,medium,0.62
R02468,Data Engineer,New Grad,GCP;Airflow;SQL;Kafka,AWS;Python,Spark,ETL,1.5,2,medium,0.66
R02469,Full-Stack Engineer,Mid,Python;Docker;Node.js;AWS;TypeScript;SQL,React;JavaScript,,,6.3,1,high,0.74
R02470,Backend Software Engineer,Intern,REST APIs;Java;Kubernetes,AWS;Go,PostgreSQL,C++;Python;SQL,0.8,3,medium,0.56
R02471,DevOps Engineer,Mid,Linux;Terraform;Kubernetes;Docker;Python;CI/CD,AWS,,,7.0,2,high,0.75
R02472,Backend Software Engineer,New Grad,PostgreSQL;CI/CD;SQL;Python,Kubernetes;AWS,Go,C++;REST APIs,2.0,2,medium,0.61
R02473,Systems Software Engineer,Senior,C++;Concurrency;Memory Management;Rust;Linux;Profiling;C,,,,8.6,0,high,0.82
R02474,Systems Software Engineer,Mid,Linux;Profiling;C;Concurrency;C++;Rust,Memory Management,,,5.8,1,high,0.75
R02475,Site Reliability Engineer,New Grad,Python;Incident Response;Go;Observability,Kubernetes;SLIs/SLOs,Linux,,1.8,2,medium,0.67
R02476,Embedded Software Engineer,Intern,Microcontrollers;UART;Debugging,RTOS;SPI,I2C,C;C++,0.2,5,medium,0.58
R02477,Embedded Software Engineer,Intern,Debugging;Microcontrollers;SPI,I2C;C,RTOS,UART;C++,1.3,4,medium,0.62
R02478,Site Reliability Engineer,Mid,SLIs/SLOs;Incident Response;Go;Kubernetes;Linux;Observability,Python,,,5.4,1,high,0.78
R02479,Backend Software Engineer,Junior,PostgreSQL;Go;AWS;CI/CD;Kubernetes,REST APIs;Java,Docker,C++;Python,3.5,2,medium,0.7
R02480,Frontend Engineer,Mid,React;Accessibility;JavaScript;Testing;TypeScript;Next.js,HTML;CSS,,,5.7,2,high,0.77
R02481,Backend Software Engineer,Junior,SQL;Java;CI/CD;AWS;Docker,Kubernetes;C++,Go,REST APIs;PostgreSQL,2.0,1,medium,0.7
R02482,Backend Software Engineer,Mid,Docker;Kubernetes;Go;AWS;C++;REST APIs,SQL;CI/CD,Python,Java,5.3,2,high,0.72
R02483,Full-Stack Engineer,Intern,SQL;JavaScript;Node.js,TypeScript;Docker,React,Python;AWS,0.4,2,medium,0.63
R02484,Embedded Software Engineer,Junior,C++;SPI;C;I2C;Microcontrollers,RTOS;UART,Debugging,,3.5,1,medium,0.67
R02485,Systems Software Engineer,New Grad,C++;Profiling;Memory Management;Linux,Concurrency;Rust,C,,1.5,2,medium,0.61
R02486,Frontend Engineer,Mid,TypeScript;Accessibility;Next.js;Testing;CSS;React,JavaScript;HTML,,,4.2,1,high,0.79
R02487,Backend Software Engineer,Mid,REST APIs;Python;Docker;CI/CD;C++;AWS,Go;PostgreSQL,Kubernetes,SQL,6.3,1,high,0.76
R02488,Site Reliability Engineer,New Grad,Observability;Kubernetes;Python;Go,Incident Response;Linux,SLIs/SLOs,,2.5,3,medium,0.63
R02489,Backend Software Engineer,Senior,AWS;Docker;C++;Python;REST APIs;PostgreSQL;Go,CI/CD;Java,SQL,,9.3,0,high,0.84
R02490,Data Engineer,Mid,ETL;GCP;Kafka;Spark;AWS;Airflow,SQL;Python,,,6.6,1,high,0.74
R02491,Frontend Engineer,New Grad,HTML;Next.js;TypeScript;Testing,JavaScript;CSS,React,Accessibility,2.4,2,medium,0.66
R02492,Frontend Engineer,Mid,HTML;TypeScript;CSS;Accessibility;React;Next.js,JavaScript;Testing,,,4.1,2,high,0.8
R02493,Embedded Software Engineer,Junior,Microcontrollers;RTOS;UART;C;SPI,C++;Debugging,I2C,,2.7,1,medium,0.75
R02494,Machine Learning Engineer,Senior,MLflow;Docker;scikit-learn;PyTorch;TensorFlow;Python;AWS,,,,7.6,1,high,0.83
R02495,Full-Stack Engineer,Mid,React;Docker;TypeScript;JavaScript;Python;SQL,AWS;Node.js,,,5.8,2,high,0.77
R02496,Machine Learning Engineer,New Grad,Docker;TensorFlow;Python;AWS,scikit-learn;MLflow,PyTorch,,1.6,4,medium,0.67
R02497,Data Engineer,Senior,Spark;AWS;ETL;Python;SQL;Kafka;Airflow,GCP,,,8.4,0,high,0.78
R02498,Full-Stack Engineer,Intern,TypeScript;Node.js;AWS,Docker;SQL,JavaScript,React;Python,0.1,5,medium,0.61
R02499,Site Reliability Engineer,Junior,Incident Response;Linux;Python;Go;Observability,Kubernetes;SLIs/SLOs,,,3.5,2,medium,0.68
R02500,Machine Learning Engineer,Intern,Docker;TensorFlow;Python,AWS;PyTorch,MLflow,scikit-learn,1.0,2,medium,0.57
R02501,Machine Learning Engineer,Mid,Python;MLflow;PyTorch;scikit-learn;Docker;AWS,TensorFlow,,,5.8,1,high,0.77
R02502,DevOps Engineer,Junior,Terraform;AWS;Docker;Kubernetes;Python,CI/CD;Linux,,,3.5,1,medium,0.71
R02503,Full-Stack Engineer,New Grad,SQL;React;JavaScript;AWS,Node.js;TypeScript,Docker,Python,2.4,2,medium,0.69
R02504,Backend Software Engineer,Intern,Python;PostgreSQL;SQL,Docker;Java,Go,CI/CD;AWS;C++,0.0,3,medium,0.58
R02505,Frontend Engineer,Intern,Testing;HTML;Next.js,TypeScript;CSS,Accessibility,JavaScript;React,0.8,3,medium,0.58
R02506,DevOps Engineer,New Grad,Kubernetes;Python;Terraform;Linux,AWS;Docker,CI/CD,,1.0,4,medium,0.64
R02507,Data Engineer,Intern,Kafka;GCP;AWS,Python;Airflow,ETL,Spark;SQL,1.0,3,medium,0.59
R02508,Site Reliability Engineer,Mid,SLIs/SLOs;Go;Incident Response;Linux;Kubernetes;Observability,Python,,,5.7,1,high,0.74
R02509,Data Engineer,New Grad,SQL;ETL;Kafka;Airflow,GCP;Spark,Python,AWS,2.0,3,medium,0.69
R02510,Frontend Engineer,Intern,Testing;CSS;HTML,TypeScript;JavaScript,React,Accessibility;Next.js,0.6,2,medium,0.6
R02511,Systems Software Engineer,Mid,Concurrency;Rust;Memory Management;C++;Profiling;C,Linux,,,6.9,1,high,0.73
R02512,Embedded Software Engineer,Junior,C;I2C;RTOS;C++;UART,Microcontrollers;SPI,Debugging,,2.5,1,medium,0.73
R02513,Frontend Engineer,Senior,TypeScript;Next.js;Testing;JavaScript;CSS;Accessibility;React,HTML,,,8.4,0,high,0.78
R02514,Site Reliability Engineer,New Grad,Linux;SLIs/SLOs;Kubernetes;Python,Observability;Incident Response,Go,,1.2,4,medium,0.64
R02515,Full-Stack Engineer,Intern,AWS;Python;Node.js,React;SQL,Docker,TypeScript;JavaScript,0.9,4,medium,0.61
R02516,Full-Stack Engineer,Junior,Node.js;JavaScript;Python;SQL;Docker,TypeScript;AWS,React,,3.4,1,medium,0.75
R02517,Full-Stack Engineer,New Grad,Node.js;JavaScript;React;AWS,Python;Docker,SQL,TypeScript,2.3,3,medium,0.64
R02518,Frontend Engineer,Senior,React;HTML;JavaScript;Accessibility;TypeScript;Testing;Next.js,CSS,,,9.6,0,high,0.82
R02519,DevOps Engineer,Junior,CI/CD;Terraform;Kubernetes;Docker;Linux,AWS;Python,,,2.0,3,medium,0.69
R02520,Machine Learning Engineer,Intern,PyTorch;Docker;Python,scikit-learn;MLflow,AWS,TensorFlow,0.3,2,medium,0.62
R02521,Machine Learning Engineer,New Grad,Docker;Python;PyTorch;AWS,TensorFlow;MLflow,scikit-learn,,1.4,3,medium,0.65
R02522,Frontend Engineer,Senior,Accessibility;JavaScript;TypeScript;Next.js;React;Testing;CSS,HTML,,,8.4,1,high,0.77
R02523,Embedded Software Engineer,New Grad,RTOS;SPI;Debugging;UART,I2C;Microcontrollers,C,C++,1.4,3,medium,0.65
R02524,Systems Software Engineer,New Grad,Linux;Memory Management;Rust;Profiling,C;C++,Concurrency,,2.3,3,medium,0.62
R02525,DevOps Engineer,New Grad,AWS;Python;Terraform;Linux,Docker;CI/CD,Kubernetes,,2.1,4,medium,0.67
R02526,Frontend Engineer,Senior,Next.js;CSS;React;Accessibility;TypeScript;JavaScript;HTML,Testing,,,11.9,2,high,0.83
R02527,Frontend Engineer,Senior,Next.js;JavaScript;CSS;TypeScript;Testing;Accessibility;React,HTML,,,10.4,2,high,0.85
R02528,Systems Software Engineer,New Grad,Memory Management;Concurrency;C++;Profiling,Rust;Linux,C,,1.0,4,medium,0.62
R02529,Full-Stack Engineer,Junior,Docker;SQL;React;JavaScript;Python,AWS;Node.js,TypeScript,,3.6,2,medium,0.7
R02530,Data Engineer,Intern,Kafka;Airflow;AWS,ETL;GCP,Python,SQL;Spark,1.2,2,medium,0.56
R02531,Machine Learning Engineer,Mid,PyTorch;Python;TensorFlow;Docker;AWS;MLflow,scikit-learn,,,4.3,1,high,0.72
R02532,Data Engineer,Mid,Airflow;ETL;SQL;GCP;AWS;Spark,Python;Kafka,,,4.1,1,high,0.75
R02533,Frontend Engineer,Junior,CSS;Next.js;JavaScript;TypeScript;Accessibility,Testing;React,HTML,,3.7,3,medium,0.66
R02534,DevOps Engineer,New Grad,Kubernetes;Python;Terraform;AWS,CI/CD;Docker,Linux,,1.7,4,medium,0.64
R02535,Frontend Engineer,Junior,Accessibility;Testing;React;HTML;JavaScript,TypeScript;CSS,Next.js,,2.8,1,medium,0.73
R02536,Full-Stack Engineer,New Grad,React;SQL;TypeScript;AWS,Python;Node.js,Docker,JavaScript,1.3,4,medium,0.63
R02537,Embedded Software Engineer,Senior,C;Debugging;C++;Microcontrollers;UART;SPI;RTOS,I2C,,,7.2,0,high,0.8
R02538,Embedded Software Engineer,New Grad,C;UART;RTOS;Debugging,C++;Microcontrollers,SPI,I2C,1.5,4,medium,0.64
R02539,Backend Software Engineer,Mid,Python;C++;AWS;Java;REST APIs;PostgreSQL,Docker;Go,CI/CD,SQL,4.3,1,high,0.79
R02540,Embedded Software Engineer,Junior,Microcontrollers;C++;C;SPI;UART,RTOS;I2C,Debugging,,3.7,3,medium,0.69
R02541,DevOps Engineer,New Grad,Terraform;Linux;Python;Docker,CI/CD;AWS,Kubernetes,,1.2,4,medium,0.62
R02542,Site Reliability Engineer,Mid,Incident Response;Python;SLIs/SLOs;Linux;Observability;Go,Kubernetes,,,5.5,2,high,0.77
R02543,Full-Stack Engineer,Junior,TypeScript;AWS;React;SQL;JavaScript,Docker;Python,Node.js,,2.8,3,medium,0.74
R02544,Full-Stack Engineer,Senior,AWS;Python;SQL;Docker;Node.js;JavaScript;TypeScript,React,,,10.1,1,high,0.76
R02545,Frontend Engineer,Mid,CSS;TypeScript;React;Testing;Accessibility;JavaScript,HTML;Next.js,,,6.0,2,high,0.72
R02546,Data Engineer,Senior,GCP;Python;Airflow;AWS;Kafka;ETL;SQL,Spark,,,7.5,0,high,0.82
R02547,Full-Stack Engineer,Intern,SQL;AWS;Docker,TypeScript;JavaScript,Python,React;Node.js,0.2,2,medium,0.6
R02548,Site Reliability Engineer,New Grad,Python;Observability;Kubernetes;Linux,Go;Incident Response,SLIs/SLOs,,1.0,3,medium,0.69
R02549,Frontend Engineer,Intern,CSS;Accessibility;React,JavaScript;TypeScript,Next.js,HTML;Testing,0.0,5,medium,0.58
R02550,Embedded Software Engineer,Mid,RTOS;C++;UART;I2C;C;Debugging,SPI;Microcontrollers,,,5.0,2,high,0.74
R02551,Backend Software Engineer,Junior,Docker;PostgreSQL;Java;Go;AWS,Kubernetes;SQL,Python,C++;REST APIs,2.5,2,medium,0.71
R02552,DevOps Engineer,Intern,Python;CI/CD;Kubernetes,Docker;Terraform,AWS,Linux,1.2,2,medium,0.65
R02553,Backend Software Engineer,New Grad,Go;C++;Kubernetes;Java,PostgreSQL;SQL,AWS,CI/CD;Docker,2.2,2,medium,0.64
R02554,Site Reliability Engineer,New Grad,Linux;Observability;Go;Python,Incident Response;Kubernetes,SLIs/SLOs,,2.0,4,medium,0.61
R02555,Full-Stack Engineer,Junior,TypeScript;JavaScript;Docker;React;SQL,Node.js;AWS,Python,,2.5,1,medium,0.66
R02556,Embedded Software Engineer,Mid,I2C;C;C++;Debugging;RTOS;UART,SPI;Microcontrollers,,,4.3,2,high,0.79
R02557,Data Engineer,Senior,Kafka;Python;Spark;GCP;Airflow;ETL;AWS,SQL,,,9.5,0,high,0.78
R02558,Backend Software Engineer,New Grad,Docker;SQL;AWS;CI/CD,PostgreSQL;Go,Python,Java;C++,1.9,2,medium,0.64
R02559,Embedded Software Engineer,Intern,C;UART;I2C,SPI;Debugging,C++,Microcontrollers;RTOS,0.8,4,medium,0.58
R02560,Embedded Software Engineer,New Grad,I2C;SPI;C++;UART,C;Debugging,Microcontrollers,RTOS,2.3,4,medium,0.65
R02561,Backend Software Engineer,Junior,CI/CD;Kubernetes;Java;AWS;Python,PostgreSQL;REST APIs,Go,Docker;SQL,4.0,3,medium,0.73
R02562,Machine Learning Engineer,Mid,PyTorch;Python;TensorFlow;Docker;scikit-learn;AWS,MLflow,,,6.3,1,high,0.7
R02563,Site Reliability Engineer,Junior,SLIs/SLOs;Incident Response;Go;Python;Linux,Kubernetes;Observability,,,3.5,2,medium,0.69
R02564,Data Engineer,Senior,ETL;Spark;SQL;Python;Kafka;GCP;AWS,Airflow,,,10.4,0,high,0.84
R02565,Full-Stack Engineer,Mid,React;SQL;Docker;Python;AWS;JavaScript,Node.js;TypeScript,,,5.9,1,high,0.74
R02566,Data Engineer,Intern,GCP;SQL;AWS,Python;Kafka,ETL,Spark;Airflow,0.2,4,medium,0.63
R02567,Site Reliability Engineer,Intern,SLIs/SLOs;Python;Observability,Go;Kubernetes,Incident Response,Linux,1.0,4,medium,0.57
R02568,Data Engineer,Mid,Python;ETL;Airflow;Spark;GCP;SQL,Kafka;AWS,,,6.7,1,high,0.73
R02569,DevOps Engineer,Mid,Terraform;AWS;Python;Kubernetes;Linux;Docker,CI/CD,,,4.2,2,high,0.77
R02570,Site Reliability Engineer,New Grad,Python;Go;SLIs/SLOs;Observability,Incident Response;Linux,Kubernetes,,2.0,3,medium,0.6
R02571,Data Engineer,Junior,AWS;GCP;ETL;Python;SQL,Spark;Kafka,Airflow,,2.6,1,medium,0.66
