resume_id,role,seniority,strong_skills,medium_skills,weak_skills,missing_skills,years_experience,projects_count,resume_quality,ats_score
R03464,Machine Learning Engineer,New Grad,MLflow;PyTorch;Feature Engineering,TensorFlow;GCP;FastAPI,Deployment;Experiment Tracking,Docker;NLP,1.5,5,low,0.45
R03465,Full-Stack Engineer Intern,Intern,Python;Django;JavaScript,TypeScript;REST APIs,Testing,Node.js;Redis,1.2,4,medium,0.59
R03466,Backend Software Engineer,New Grad,PostgreSQL;CI/CD;AWS;Java,Caching;System Design;MySQL,REST APIs,gRPC;Microservices,1.2,5,medium,0.6
R03467,Data Analyst Intern,Intern,Pandas;Data Cleaning;ETL,Excel;Statistics,Tableau,Dashboards;BigQuery,1.4,5,medium,0.57
R03468,Machine Learning Engineer,New Grad,Model Serving;AWS;Model Evaluation;PyTorch,Deployment;Python;Feature Engineering,CI/CD,scikit-learn;FastAPI,1.8,3,medium,0.63
R03469,Backend Software Engineer,Junior,System Design;Terraform;Observability;Testing;MongoDB,REST APIs;Kubernetes;Java,Microservices;SQL,PostgreSQL;MySQL,2.6,1,medium,0.6
R03470,Data Engineer Intern,Intern,ETL;BigQuery;Kafka;GCP;AWS,Terraform;Spark,Docker,dbt,0.7,5,high,0.73
R03471,Site Reliability Engineer,New Grad,Observability;Python;Grafana;CI/CD,Chaos Engineering;Linux;On-call,Incident Response,System Design;Terraform,2.3,6,medium,0.65
R03472,Data Engineer Intern,Intern,Python;SQL,Kafka;Snowflake,CI/CD;Pipelines,Airflow;Terraform,1.3,2,low,0.44
R03473,Systems Software Engineer,Mid,perf;CI/CD;BPF/eBPF;Concurrency;Profiling;System Design,Memory Management;Linux;Debugging;Rust,C;Networking,gdb;C++;Docker,6.2,1,medium,0.57
R03474,Data Analyst Intern,Intern,Dashboards;Statistics;Power BI,dbt;Snowflake,Excel,ETL;BigQuery,1.3,3,medium,0.54
R03475,Backend Software Engineer Intern,Intern,Java;Redis;Go,GCP;Linux,System Design,Azure;REST APIs,1.0,3,medium,0.61
R03476,Embedded Software Intern,Intern,Linux;SPI,Oscilloscope;Memory,Unit Testing;RTOS,Interrupts;Debugging;Logic Analyzer,1.5,3,low,0.47
R03477,Backend Software Engineer Intern,Intern,Docker;PostgreSQL;Auth,Caching;Microservices,Linux,gRPC;REST APIs,0.8,3,medium,0.54
R03478,Backend Software Engineer,Mid,AWS;Linux;PostgreSQL;Redis;Docker;Microservices,Git;Auth;Caching;MySQL,CI/CD;Kubernetes,Terraform;Observability;System Design,3.4,4,medium,0.59
R03479,Machine Learning Engineer,New Grad,Python;GCP;Feature Engineering;CI/CD,Computer Vision;TensorFlow;Docker,Model Serving,MLflow;FastAPI,1.8,3,medium,0.55
R03480,Full-Stack Engineer Intern,Intern,Node.js;Testing,SQL;Redis,Auth;React,Docker;Git,0.8,4,low,0.43
R03481,Data Analyst Intern,Intern,Git;Data Cleaning,Tableau;A/B Testing,dbt;ETL,Snowflake;Power BI;Dashboards,0.8,2,low,0.44
R03482,Full-Stack Engineer,Junior,System Design;Next.js;Git;TypeScript;AWS;Docker,PostgreSQL;Auth;Spring Boot,Python;REST APIs,SQL,1.0,1,high,0.7
R03483,Backend Software Engineer Intern,Intern,Caching;AWS;Azure;PostgreSQL;C++,Redis;CI/CD,Microservices,Testing,1.0,5,high,0.67
R03484,Full-Stack Engineer,New Grad,GraphQL;Redis;Auth,System Design;Testing;PostgreSQL,CI/CD;Docker,REST APIs;Node.js;Next.js,1.1,4,low,0.51
R03485,Backend Software Engineer,Junior,Message Queues;Microservices;MySQL;Observability;Auth,Docker;Redis;AWS,C++;Testing,REST APIs;gRPC,2.2,3,medium,0.61
R03486,Machine Learning Engineer,Junior,AWS;CI/CD;Model Serving;Model Evaluation;Docker,NLP;GCP;Experiment Tracking,scikit-learn;MLflow,Feature Engineering;Deployment,1.8,4,medium,0.6
R03487,Robotics Software Engineer Intern,Intern,Simulation;CUDA;Docker,Linux;SLAM,ROS,Git;Gazebo,0.4,5,medium,0.6
R03488,Frontend Engineer,New Grad,CI/CD;Webpack;Design Systems;JavaScript,State Management;Vite;Next.js,Accessibility,HTML;Web Performance,1.3,4,medium,0.59
R03489,Security Analyst Intern,Intern,SAST/DAST;Networking;AppSec Basics,Burp Suite;Python,Threat Modeling,Cloud Security;IAM,1.5,2,medium,0.58
R03490,Full-Stack Engineer,Junior,JavaScript;Node.js;GraphQL;Redis,Django;Testing;Java,Docker;CI/CD;AWS,Spring Boot;Git;PostgreSQL,2.2,4,low,0.51
R03491,Machine Learning Engineer,New Grad,Deployment;Computer Vision;Model Evaluation;MLflow;PyTorch;Feature Engineering,GCP;AWS;Experiment Tracking,Python,TensorFlow,2.6,3,high,0.66
R03492,Frontend Engineer Intern,Intern,Accessibility;Testing;Vite,CSS;Git,Webpack,Vue;Jest,1.4,4,medium,0.59
R03493,Embedded Software Intern,Intern,Oscilloscope;Drivers;Debugging,I2C;Linux,UART,SPI;Interrupts,0.6,2,medium,0.53
R03494,Full-Stack Engineer Intern,Intern,Node.js;JavaScript,Python;React,CI/CD;REST APIs,Next.js;Redis,0.8,4,low,0.41
R03495,Site Reliability Engineer,New Grad,CI/CD;Tracing;Terraform,Linux;System Design;On-call,Go;Grafana,Observability;Prometheus;Incident Response,2.5,5,low,0.51
R03496,Backend Software Engineer Intern,Intern,CI/CD;C++;Azure,Linux;API Gateway,Go,gRPC;AWS,1.3,5,medium,0.56
R03497,Backend Software Engineer Intern,Intern,Kubernetes;REST APIs;Microservices;Azure,MongoDB;PostgreSQL,GCP,Docker,0.6,3,high,0.68
R03498,Machine Learning Engineer,New Grad,Model Evaluation;AWS;CI/CD;Feature Engineering,MLflow;Python;Model Serving,TensorFlow,PyTorch;GCP,2.3,6,medium,0.55
R03499,Embedded Software Intern,Intern,RTOS;C++;UART,Memory;Firmware,Interrupts,Drivers;CAN Bus,0.8,4,medium,0.54
R03500,Site Reliability Engineer,Junior,Go;Chaos Engineering;System Design;CI/CD;On-call,Observability;Python;Kubernetes,SLIs/SLOs;Docker,Prometheus;Grafana,1.1,4,medium,0.63
R03501,Robotics Software Engineer Intern,Intern,Linux;Git;Control Systems,OpenCV;SLAM,Python,CUDA;Simulation,1.1,4,medium,0.55
R03502,Site Reliability Engineer,Junior,Terraform;On-call;Tracing;System Design;Python,CI/CD;Incident Response;Observability,Prometheus;SLIs/SLOs,Grafana;Docker,1.0,2,medium,0.56
R03503,Full-Stack Engineer,Junior,React;JavaScript;Spring Boot;Auth,CI/CD;Node.js;Django,Python;SQL;PostgreSQL,GraphQL;Next.js,3.9,3,low,0.49
R03504,Data Analyst Intern,Intern,Power BI;Data Cleaning;Pandas,dbt;ETL,Dashboards,A/B Testing;Tableau,1.4,3,medium,0.54
R03505,Frontend Engineer Intern,Intern,Next.js;Vite,Jest;React,Design Systems;CI/CD,Svelte;Playwright,0.5,5,low,0.45
R03506,Data Engineer Intern,Intern,ETL;Spark;Kafka;Snowflake,Airflow;Data Modeling,GCP,dbt,0.3,3,high,0.61
R03507,Backend Software Engineer Intern,Intern,API Gateway;Docker;Git,Kubernetes;Caching,REST APIs,gRPC;SQL,1.4,3,medium,0.53
R03508,Application Security Engineer,Junior,Burp Suite;Linux;CI/CD Security;KMS;Python;IAM,Threat Modeling;Pen Testing;JavaScript,SAST/DAST;Secure SDLC,API Security,1.4,1,high,0.63
R03509,Data Engineer Intern,Intern,Pipelines;GCP;Data Modeling;SQL;Docker,Python;dbt,Terraform,Data Quality,1.3,2,high,0.68
R03510,Backend Software Engineer Intern,Intern,SQL;MongoDB,C++;AWS,GCP;CI/CD,REST APIs;Terraform;MySQL,1.0,4,low,0.42
R03511,Security Analyst Intern,Intern,Python;Vulnerability Scanning;Cloud Security,SIEM;Threat Modeling,OWASP,Networking;Burp Suite,0.9,3,medium,0.59
R03512,Security Analyst Intern,Intern,AppSec Basics;Burp Suite,OWASP;SAST/DAST,SIEM;Cloud Security,IAM;Vulnerability Scanning;Networking,0.9,2,low,0.49
R03513,Security Analyst Intern,Intern,OWASP;Linux;CI/CD Security,Burp Suite;SIEM,Cloud Security,Networking;SAST/DAST,0.0,5,medium,0.52
R03514,DevOps Engineer Intern,Intern,Linux;Kubernetes,Security;Ansible,Python;Docker,CI/CD;Logging;Networking,0.0,3,low,0.45
R03515,Embedded Software Intern,Intern,RTOS;Debugging;Memory,C;Oscilloscope,Logic Analyzer,Linux;Unit Testing,1.0,3,medium,0.58
R03516,Machine Learning Engineer Intern,Intern,Python;Docker;TensorFlow,Deployment;scikit-learn,Computer Vision,FastAPI;Experiment Tracking,0.5,4,medium,0.54
R03517,Machine Learning Engineer Intern,Intern,GCP;TensorFlow;Model Evaluation,NLP;Docker,Deployment,MLflow;Feature Engineering,0.6,4,medium,0.52
R03518,Security Analyst Intern,Intern,IAM;Vulnerability Scanning;AppSec Basics,Threat Modeling;Networking,Burp Suite,CI/CD Security;SAST/DAST,1.5,2,medium,0.48
R03519,Embedded Software Intern,Intern,Linux;Interrupts,Microcontrollers;Oscilloscope,Debugging;UART,Memory;Git;I2C,0.8,5,low,0.48
R03520,Full-Stack Engineer Intern,Intern,SQL;System Design;Auth,JavaScript;Flask,Python,Git;PostgreSQL,0.4,5,medium,0.56
R03521,Data Engineer Intern,Intern,Data Modeling;Spark;Snowflake,Terraform;Pipelines,SQL,dbt,0.4,3,high,0.65
R03522,Security Analyst Intern,Intern,IAM;SAST/DAST;OWASP,SIEM;Linux,Threat Modeling,CI/CD Security;Cloud Security,0.4,5,medium,0.56
R03523,Full-Stack Engineer,New Grad,CI/CD;Next.js;Spring Boot,Java;Node.js;Auth,SQL;AWS,PostgreSQL;Redis;System Design,1.0,2,low,0.52
R03524,Full-Stack Engineer Intern,Intern,Django;CI/CD,TypeScript;GraphQL,Flask;PostgreSQL,AWS;Redis;React,0.9,5,low,0.47
R03525,Robotics Software Engineer Intern,Intern,Sensors;Git;Control Systems,ROS;Python,Gazebo,SLAM;Docker,0.5,5,medium,0.55
R03526,Application Security Engineer,New Grad,Pen Testing;Cloud Security;CI/CD Security;Linux,SAST/DAST;Threat Modeling;OWASP,KMS,Secure SDLC;IAM,0.8,6,medium,0.61
R03527,Firmware Engineer,Mid,Git;Microcontrollers;RTOS;Logic Analyzer;C++;CAN Bus,Oscilloscope;CI/CD;Debugging;I2C,Firmware;Memory Management,UART;Drivers;SPI,3.5,4,medium,0.59
R03528,Full-Stack Engineer Intern,Intern,Auth;Django;SQL;Redis,Flask;Node.js,React,Testing,1.2,3,high,0.65
R03529,Frontend Engineer,Junior,HTML;Svelte;Web Performance;Vue;Accessibility,Vite;Next.js;Tailwind,Git;TypeScript,Design Systems;Testing,2.0,5,medium,0.57
R03530,Data Engineer Intern,Intern,BigQuery;Snowflake,Docker;Airflow,ETL;SQL,Spark;Kafka,1.0,3,low,0.47
R03531,Data Engineer Intern,Intern,Airflow;dbt;Snowflake;Data Modeling,Docker;GCP,Python,Data Quality,0.8,2,high,0.58
R03532,Frontend Engineer Intern,Intern,Svelte;Accessibility,Testing;CI/CD,Jest;Git,Web Performance;CSS;React;Tailwind,0.8,3,low,0.47
R03533,Firmware Engineer,New Grad,Linux;Git;Bootloaders;C++;UART;Oscilloscope,Debugging;C;Microcontrollers,I2C,CAN Bus,1.5,6,high,0.68
R03534,Backend Software Engineer,New Grad,System Design;Java;C++;Terraform,MySQL;REST APIs;PostgreSQL,Message Queues,Linux;Git,1.7,5,medium,0.58
R03535,Security Analyst Intern,Intern,AppSec Basics;SAST/DAST;Burp Suite,Vulnerability Scanning;SIEM,Threat Modeling,CI/CD Security;OWASP,1.0,3,medium,0.56
R03536,Data Engineer Intern,Intern,Pipelines;GCP;BigQuery,SQL;ETL,Terraform,AWS;CI/CD,1.2,2,medium,0.54
R03537,Frontend Engineer,New Grad,Vue;State Management;Next.js;React;Playwright;Web Performance,Tailwind;CI/CD;JavaScript,Vite,Design Systems,1.0,3,high,0.67
R03538,Backend Software Engineer,New Grad,Terraform;REST APIs;Docker,PostgreSQL;Observability;System Design,Testing;Git,API Gateway;Kubernetes;Microservices;gRPC,0.9,5,low,0.49
R03539,Systems Software Engineer,New Grad,perf;C++;Memory Management;System Design;CI/CD,Concurrency;Profiling;gdb,Networking,BPF/eBPF,1.3,5,high,0.64
R03540,Data Analyst Intern,Intern,Tableau;BigQuery;Power BI,A/B Testing;Excel,Statistics,Snowflake;Pandas,1.1,4,medium,0.67
R03541,Site Reliability Engineer,Mid,Grafana;Python;Incident Response;Kubernetes;System Design;Terraform,Tracing;Linux;CI/CD;On-call,SLIs/SLOs;Go,Chaos Engineering;Prometheus;Observability,5.4,3,medium,0.62
R03542,Full-Stack Engineer,Junior,Auth;REST APIs;Git;AWS;TypeScript,CI/CD;Node.js;React,Next.js;PostgreSQL,Django;Docker,2.6,2,medium,0.57
R03543,Data Analyst Intern,Intern,Snowflake;Power BI;Python,Tableau;Dashboards,Git,dbt;BigQuery,0.9,5,medium,0.53
R03544,Systems Software Engineer,Junior,C++;perf;gdb;BPF/eBPF,Docker;Memory Management;Concurrency,Debugging;Rust;CI/CD,Profiling;System Design,3.4,2,low,0.46
R03545,Backend Software Engineer Intern,Intern,Azure;Testing;Java,Git;AWS,SQL,Docker;gRPC,0.8,5,medium,0.62
R03546,Embedded Software Intern,Intern,Oscilloscope;Firmware;Memory,SPI;CAN Bus,RTOS,Microcontrollers;Interrupts,0.9,3,medium,0.5
R03547,Site Reliability Engineer,Junior,Observability;System Design;On-call;Chaos Engineering;Linux;Kubernetes,CI/CD;Prometheus;Docker,Go;Incident Response,Tracing,2.3,3,high,0.65
R03548,Systems Software Engineer,Junior,C;perf;gdb;Profiling;Debugging,System Design;BPF/eBPF;Linux,Rust;Memory Management,Docker;CI/CD,1.2,3,medium,0.59
R03549,Application Security Engineer,New Grad,IAM;Burp Suite;Cloud Security;API Security,Threat Modeling;Secure SDLC;JavaScript,CI/CD Security,OWASP;Pen Testing,0.8,5,medium,0.57
R03550,Full-Stack Engineer,Junior,Redis;PostgreSQL;React;Git;SQL,Next.js;Java;Spring Boot,CI/CD;Docker,AWS;System Design,3.8,5,medium,0.61
R03551,Full-Stack Engineer Intern,Intern,Django;Auth;Python,Redis;Docker,Testing,Git;REST APIs,0.4,5,medium,0.53
R03552,Data Analyst Intern,Intern,Power BI;Git;BigQuery,SQL;Python,Data Cleaning,Dashboards,1.5,5,high,0.65
R03553,DevOps Engineer Intern,Intern,AWS;Prometheus;Logging,ArgoCD;CI/CD,Ansible,Docker;Grafana,1.4,5,medium,0.55
R03554,Data Analyst Intern,Intern,A/B Testing;dbt;ETL,Power BI;Tableau,SQL,Data Cleaning;Git,0.4,5,medium,0.63
R03555,Frontend Engineer Intern,Intern,Tailwind;JavaScript;Design Systems;Next.js,State Management;Accessibility,TypeScript,CSS,0.2,2,high,0.67
R03556,Backend Software Engineer,Junior,Caching;Testing;AWS;SQL;Auth,System Design;Git;MySQL,Java;Message Queues,REST APIs;Docker,2.2,1,medium,0.56
R03557,Frontend Engineer Intern,Intern,Web Performance;TypeScript,JavaScript;Webpack,CI/CD;Svelte,Accessibility;Vite;Tailwind;Playwright,1.5,5,low,0.45
R03558,Systems Software Engineer,New Grad,perf;Linux;Docker;Profiling;C,C++;BPF/eBPF;CI/CD,Rust,gdb,0.8,2,high,0.66
R03559,Frontend Engineer,New Grad,Vite;HTML;TypeScript,Git;Vue;Tailwind,Next.js;CI/CD,Webpack;Svelte;Testing;React,2.0,3,low,0.51
R03560,Systems Software Engineer,Junior,Memory Management;System Design;Debugging;Profiling;C++;C;BPF/eBPF,gdb;Docker;Networking,perf;Rust,Linux,2.4,4,high,0.66
R03561,Data Engineer Intern,Intern,Docker;Pipelines;BigQuery,Airflow;AWS,Data Modeling,dbt,0.3,4,high,0.62
R03562,Systems Software Engineer,New Grad,C;CI/CD;perf;Rust,Profiling;Memory Management;gdb,Concurrency,Debugging;Networking,2.4,5,medium,0.62
R03563,Backend Software Engineer,Mid,API Gateway;Terraform;SQL;gRPC;MongoDB;Kubernetes,Linux;Java;Caching;AWS,MySQL;Message Queues,REST APIs;Docker;Git,5.1,0,medium,0.59
R03564,Machine Learning Engineer,New Grad,MLflow;Model Evaluation;scikit-learn;PyTorch,GCP;Docker;CI/CD,Computer Vision,NLP;TensorFlow,1.5,3,medium,0.55
R03565,Site Reliability Engineer,Junior,Linux;CI/CD;Python;Prometheus,Observability;Terraform;Kubernetes,Grafana;Incident Response;Go,System Design;On-call;Docker,2.3,1,low,0.47
R03566,DevOps Engineer Intern,Intern,AWS;Monitoring;Prometheus;Kubernetes,Grafana;Linux,Terraform,Ansible,1.0,4,high,0.62
R03567,Backend Software Engineer,New Grad,Caching;System Design;Auth;Testing;PostgreSQL;AWS,API Gateway;Java;MySQL,MongoDB,Message Queues,1.2,2,high,0.7
R03568,Machine Learning Engineer,Junior,FastAPI;scikit-learn;NLP;Feature Engineering;Model Serving,Experiment Tracking;Computer Vision;CI/CD,Python;GCP,PyTorch;Deployment,3.6,3,medium,0.56
R03569,DevOps Engineer Intern,Intern,Ansible;Python;AWS,CI/CD;Terraform,ArgoCD,Docker;Monitoring,0.0,3,medium,0.58
R03570,Data Analyst Intern,Intern,dbt;Power BI;Tableau,Excel;A/B Testing,Dashboards,Snowflake;BigQuery,1.3,5,medium,0.62
R03571,Machine Learning Engineer Intern,Intern,Docker;NLP;Weights & Biases;Feature Engineering,Computer Vision;GCP,Model Evaluation,MLflow,0.6,5,high,0.65
R03572,Data Analyst Intern,Intern,Power BI;Statistics;BigQuery;Pandas,dbt;Data Cleaning,Tableau,ETL,1.0,2,high,0.65
R03573,Robotics Software Engineer Intern,Intern,Perception;Linux;Control Systems;Sensors,SLAM;Gazebo,C++,Git,1.4,3,high,0.72
R03574,Application Security Engineer,Junior,Cloud Security;SAST/DAST;Burp Suite;Secure SDLC;Threat Modeling;API Security,Linux;Python;KMS,Pen Testing;OWASP,IAM,2.7,4,high,0.64
R03575,Backend Software Engineer Intern,Intern,Testing;Azure,Go;Microservices,C++;SQL,MySQL;Docker,1.0,5,low,0.5
R03576,Frontend Engineer,Mid,Git;Vue;HTML;React;Testing;Next.js,Tailwind;Accessibility;Svelte;Design Systems,Webpack;TypeScript,Jest;CSS,4.9,4,high,0.69
R03577,Site Reliability Engineer,Mid,CI/CD;Chaos Engineering;On-call;Incident Response;System Design;Observability;Linux;Prometheus,Tracing;Terraform;Grafana;SLIs/SLOs,Kubernetes;Docker,Go;Python,3.7,0,high,0.72
R03578,Backend Software Engineer,Junior,MongoDB;REST APIs;Redis;Python;Java,MySQL;CI/CD;Kubernetes,gRPC;Git,SQL;Docker,2.7,5,medium,0.58
R03579,Systems Software Engineer,New Grad,Debugging;C;BPF/eBPF;Docker,Linux;Profiling;Networking,CI/CD,System Design;Concurrency,1.9,3,medium,0.61
R03580,DevOps Engineer Intern,Intern,Kubernetes;Python;Prometheus,Linux;Logging,Networking,Security;AWS,0.8,4,medium,0.55
R03581,Frontend Engineer Intern,Intern,CI/CD;Web Performance;Vue,Accessibility;JavaScript,Next.js,Playwright;Testing,0.8,3,medium,0.64
R03582,Machine Learning Engineer Intern,Intern,NLP;AWS;Weights & Biases,Docker;GCP,Deployment,PyTorch;TensorFlow,1.1,3,medium,0.55
R03583,Machine Learning Engineer,Junior,PyTorch;MLflow;Experiment Tracking;Feature Engineering,GCP;Docker;NLP,CI/CD;scikit-learn;Model Evaluation,Computer Vision;FastAPI;AWS,1.3,3,low,0.47
R03584,Application Security Engineer,Mid,CI/CD Security;API Security;SAST/DAST;Pen Testing;IAM;KMS,Cloud Security;Linux;JavaScript;Burp Suite,Threat Modeling;Python,Secure SDLC;OWASP;Code Review,5.3,2,medium,0.56
R03585,Machine Learning Engineer Intern,Intern,scikit-learn;Deployment,FastAPI;Experiment Tracking,NLP;Computer Vision,Feature Engineering;GCP,1.1,5,low,0.46
R03586,Firmware Engineer,New Grad,CI/CD;CAN Bus;Git;Logic Analyzer,Microcontrollers;Bootloaders;UART,C,Debugging;Firmware,0.8,5,medium,0.54
R03587,Data Engineer Intern,Intern,SQL;Kafka;AWS,Data Modeling;Terraform,ETL,Snowflake;Pipelines,1.2,2,medium,0.5
R03588,Full-Stack Engineer,Mid,Next.js;Java;Node.js;Auth;PostgreSQL;REST APIs,Spring Boot;System Design;CI/CD;Testing,Git;Docker,Redis;AWS;React,4.0,3,medium,0.57
R03589,Frontend Engineer Intern,Intern,Testing;Vite;HTML,Tailwind;Vue,TypeScript,Jest;State Management,1.1,3,medium,0.58
R03590,Full-Stack Engineer,New Grad,AWS;Docker;Python,CI/CD;Java;Spring Boot,SQL;Node.js,Next.js;GraphQL;Auth;PostgreSQL,0.9,3,low,0.49
R03591,Backend Software Engineer,Mid,Caching;PostgreSQL;Git;Message Queues;MySQL;CI/CD;Testing,gRPC;MongoDB;Linux;C++,Microservices;AWS,Terraform;Docker,4.0,1,high,0.75
R03592,Full-Stack Engineer Intern,Intern,Node.js;CI/CD;Redis;Auth,React;Django,PostgreSQL,Testing,0.5,5,high,0.67
R03593,Site Reliability Engineer,Junior,Grafana;CI/CD;On-call;Terraform,Python;Chaos Engineering;Go,Linux;Docker;Kubernetes,Observability;SLIs/SLOs,1.0,3,low,0.45
R03594,Application Security Engineer,New Grad,OWASP;JavaScript;Cloud Security;CI/CD Security;KMS,SAST/DAST;IAM;Pen Testing,API Security,Burp Suite,1.2,6,high,0.7
R03595,Full-Stack Engineer,New Grad,System Design;Django;Node.js;Redis;Auth,Java;SQL;Next.js,CI/CD,AWS,1.5,2,high,0.67
R03596,Frontend Engineer Intern,Intern,Design Systems;CSS;Webpack,Vite;React,Next.js,Vue;Playwright,0.8,2,medium,0.57
R03597,Application Security Engineer,New Grad,Python;Pen Testing;SAST/DAST;Burp Suite,Secure SDLC;Code Review;API Security,Linux,IAM;CI/CD Security,1.2,3,medium,0.65
R03598,Frontend Engineer,Junior,Next.js;Webpack;HTML;Playwright;Git,Vue;Jest;Tailwind,Vite;Web Performance,Accessibility;React,1.0,3,medium,0.62
R03599,Data Engineer Intern,Intern,Terraform;Docker;ETL,BigQuery;Python,Airflow,AWS;CI/CD,1.0,4,medium,0.59
R03600,Embedded Software Intern,Intern,CAN Bus;Drivers,C;Firmware,Debugging;I2C,Linux;Memory,0.8,5,low,0.43
R03601,Frontend Engineer Intern,Intern,HTML;Vue;Git;Accessibility,Playwright;Svelte,TypeScript,Design Systems,0.4,4,high,0.67
R03602,Machine Learning Engineer Intern,Intern,AWS;Experiment Tracking,Feature Engineering;Docker,GCP;Model Evaluation,PyTorch;MLflow;TensorFlow,0.9,4,low,0.45
R03603,Backend Software Engineer Intern,Intern,C++;System Design;CI/CD;MySQL;Docker,Terraform;SQL,Go,Testing,0.3,2,high,0.64
R03604,Full-Stack Engineer Intern,Intern,PostgreSQL;React;GraphQL,AWS;Next.js,Docker,Testing;Auth,0.5,3,medium,0.55
R03605,Backend Software Engineer Intern,Intern,Caching;Linux,Python;C++,PostgreSQL;AWS,Redis;API Gateway;SQL;Microservices,0.7,4,low,0.46
R03606,Embedded Software Intern,Intern,Memory;SPI;Debugging,Microcontrollers;Drivers,Oscilloscope,Interrupts;UART,1.0,2,medium,0.57
R03607,Embedded Software Intern,Intern,UART;Microcontrollers;Logic Analyzer,Unit Testing;I2C,RTOS,Git,1.8,3,high,0.68
R03608,Frontend Engineer,New Grad,Testing;State Management;CSS,Jest;Webpack;CI/CD,HTML;Design Systems,Tailwind;Vue;Vite,2.4,5,low,0.47
R03609,Embedded Software Intern,Intern,RTOS;CAN Bus;UART,Drivers;C++,Interrupts,Linux;Memory,1.3,4,medium,0.53
R03610,Frontend Engineer,Junior,React;HTML;Web Performance;Next.js;CSS,Vite;State Management;JavaScript,Tailwind;TypeScript,Jest;Accessibility,2.2,5,medium,0.56
R03611,Backend Software Engineer Intern,Intern,gRPC;Auth;REST APIs,Linux;Microservices,PostgreSQL,Caching;CI/CD,0.7,5,medium,0.6
R03612,Machine Learning Engineer Intern,Intern,NLP;Docker;Experiment Tracking,AWS;TensorFlow,Weights & Biases,GCP;Model Evaluation,1.5,5,medium,0.6
R03613,Embedded Software Intern,Intern,C++;Drivers;Unit Testing,SPI;Logic Analyzer,Oscilloscope,Interrupts;Linux,1.8,4,medium,0.53
R03614,Data Analyst Intern,Intern,Pandas;ETL;Statistics,dbt;Snowflake,Power BI,Tableau;Excel,0.7,5,medium,0.54
R03615,Data Engineer Intern,Intern,Airflow;Data Modeling;Kafka,SQL;Spark,Snowflake,CI/CD;Data Quality,1.0,5,medium,0.54
R03616,Data Engineer Intern,Intern,Terraform;Kafka;Data Quality,CI/CD;BigQuery,dbt,Airflow;Pipelines,0.9,4,medium,0.56
R03617,Systems Software Engineer,New Grad,BPF/eBPF;C;Linux;System Design;perf;Docker,Debugging;gdb;CI/CD,Rust,Concurrency,2.4,5,high,0.65
R03618,Site Reliability Engineer,New Grad,CI/CD;On-call;Incident Response;Python;Prometheus,Go;Terraform;Docker,Grafana,Chaos Engineering,2.4,6,high,0.68
R03619,Data Analyst Intern,Intern,Pandas;ETL;dbt,A/B Testing;Tableau,Excel,Dashboards;Power BI,1.0,3,medium,0.56
R03620,Frontend Engineer,Mid,HTML;React;JavaScript;CI/CD;Git;Playwright,CSS;Web Performance;Webpack;Accessibility,Tailwind;Svelte,Jest;State Management;Testing,3.5,0,medium,0.54
R03621,Application Security Engineer,Junior,Secure SDLC;CI/CD Security;IAM;Burp Suite;SAST/DAST;API Security,Code Review;Cloud Security;Pen Testing,JavaScript;Python,KMS,1.7,5,high,0.65
R03622,Frontend Engineer,New Grad,CI/CD;React;TypeScript;Git,CSS;Webpack;Svelte,Next.js,Testing;HTML,0.3,4,medium,0.6
R03623,Frontend Engineer,New Grad,Tailwind;Webpack;Git;Vite;CI/CD,Accessibility;State Management;Web Performance,Svelte,Vue,2.3,3,high,0.65
R03624,Machine Learning Engineer,New Grad,Computer Vision;PyTorch;GCP,NLP;scikit-learn;Model Evaluation,MLflow;Python,CI/CD;AWS,1.6,4,low,0.5
R03625,Backend Software Engineer,Junior,gRPC;PostgreSQL;AWS;REST APIs;CI/CD;Microservices,Terraform;Docker;Java,Auth;MongoDB,Redis,2.2,2,high,0.68
R03626,Frontend Engineer Intern,Intern,TypeScript;Web Performance;State Management;HTML;CI/CD,Git;Testing,CSS,Tailwind,0.2,3,high,0.65
R03627,Full-Stack Engineer Intern,Intern,Node.js;React;Django,Git;System Design,Next.js,GraphQL;REST APIs,0.5,5,medium,0.55
R03628,Frontend Engineer Intern,Intern,HTML;Webpack;Playwright;Web Performance,CI/CD;Next.js,Design Systems,Vite,0.7,2,high,0.56
R03629,Backend Software Engineer,New Grad,PostgreSQL;MongoDB;C++;Terraform,Docker;Java;REST APIs,Message Queues,Microservices,1.2,2,high,0.65
R03630,Full-Stack Engineer,Mid,GraphQL;React;REST APIs;Python;PostgreSQL;Git;TypeScript,AWS;Testing;System Design;Auth,Django;Redis,Docker;Node.js,4.4,1,high,0.66
R03631,Security Analyst Intern,Intern,CI/CD Security;OWASP;Cloud Security,SAST/DAST;Threat Modeling,SIEM,Burp Suite;Networking,1.6,4,medium,0.54
R03632,Security Analyst Intern,Intern,CI/CD Security;Vulnerability Scanning,Linux;Burp Suite,OWASP;SIEM,Networking;IAM,1.3,3,low,0.43
R03633,DevOps Engineer Intern,Intern,Grafana;ArgoCD,Python;Logging,Docker;Linux,Networking;Ansible;Monitoring,1.0,2,low,0.48
R03634,Systems Software Engineer,New Grad,Concurrency;gdb;Debugging;CI/CD,Profiling;BPF/eBPF;Docker,System Design,Memory Management;Networking,1.3,5,medium,0.61
